Team,Player,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,Season
Princeton,Hobey Baker,0,Forwards,So,5-9,161,1/15/1892,"Wisahicton, Pa.",69,,,,,,1911
Dartmouth,Gardner Bullard,0,Defensemen,,-,0,9/2/1889,,0,,,,,,1911
Dartmouth,John Dellinger,0,Defensemen,,-,0,,"St. Paul, Minn.",0,,,,,,1911
Dartmouth,Harold Johnson,0,Defensemen,,-,0,,,0,,,,,,1911
Dartmouth,Howard Fahey,0,Forwards,,5-7,146,6/24/1892,"Medford, Mass.",67,,,,,,1911
Dartmouth,E.B. Luitwieler,0,Forwards,,-,0,7/20/1890,,0,,,,,,1911
Dartmouth,William Mason,0,Forwards,,-,0,,"Boston, Mass.",0,,,,,,1911
Dartmouth,Raymond Schulte,0,Forwards,,-,0,,,0,,,,,,1911
Dartmouth,Leon Tuck,0,Forwards,Fr,5-9,181,5/25/1891,"Winchester, Mass.",69,,,,,,1911
Dartmouth,Clarence Wanamaker,0,Forwards,Fr,-,0,,"Melrose, Mass.",0,,,,,,1911
Dartmouth,Carl Wells,0,Forwards,,-,0,,"West Newton, Mass.",0,,,,,,1911
Dartmouth,Charles McCarthy,0,Goaltenders,,-,0,,,0,,,,,,1911
Dartmouth,Henry Taylor,0,Goaltenders,,-,0,,,0,,,,,,1911
Cornell,Otho Clark,0,Defensemen,,-,0,5/7/1889,,0,,,,,,1911
Cornell,William Nisbet,0,Defensemen,,-,0,0/0/1889,,0,,,,,,1911
Cornell,Loren Smith,0,Defensemen,,-,0,0/0/1891,"Truro, N.S.",0,,,,,,1911
Cornell,Edward Hill,0,Forwards,,-,0,3/10/1891,,0,,,,,,1911
Cornell,Kenneth Means,0,Forwards,,-,0,7/12/1891,,0,,,,,,1911
Cornell,William More,0,Forwards,,-,0,,,0,,,,,,1911
Cornell,Abram Rosenberg,0,Forwards,,-,0,5/17/1888,,0,,,,,,1911
Cornell,Edward Scheu,0,Forwards,,-,0,8/28/1890,"Buffalo, N.Y.",0,,,,,,1911
Cornell,Theodore Tewksbury,0,Forwards,,-,0,,,0,,,,,,1911
Cornell,Archie Dean Jr.,0,Goaltenders,,-,0,8/21/1891,,0,,,,,,1911
Cornell,Malcolm Vail,0,Goaltenders,,-,0,10/4/1888,"Highland Park, Ill.",0,,,,,,1911
Harvard,Robert Blackall,0,Defensemen,,5-9,168,4/26/1889,"Cambridge, Mass.",69,,,,,,1911
Harvard,Philip Houston,0,Defensemen,,5-11,161,,,71,,,,,,1911
Harvard,Henry Reeves,0,Defensemen,,5-10,159,,,70,,,,,,1911
Harvard,William Willetts,0,Defensemen,,-,0,5/13/1890,"Skaneateles, N.Y.",0,,,,,,1911
Harvard,Dana Wingate,0,Defensemen,,5-9,137,6/8/1891,"Winchester, Mass.",69,,,,,,1911
Harvard,Herbert Baldwin,0,Forwards,,5-9,146,8/11/1891,"Wellesley Hills, Mass.",69,,,,,,1911
Harvard,Robert Duncan,0,Forwards,,5-6,132,,,66,,,,,,1911
Harvard,Donald Hanson,0,Forwards,,5-11,161,,,71,,,,,,1911
Harvard,Frederic Huntington,0,Forwards,,5-8,165,12/5/1889,"Ashfield, Mass.",68,,,,,,1911
Harvard,Henry Morgan,0,Forwards,,5-9,159,,,69,,,,,,1911
Harvard,Franklin Palmer,0,Forwards,,5-8,141,,"Plattsburgh, N.Y.",68,,,,,,1911
Harvard,Edward Pierce Jr.,0,Forwards,,5-7,143,6/17/1889,"Fitchburg, Mass.",67,,,,,,1911
Harvard,Alvin Sortwell,0,Forwards,,5-6,146,,"Wiscasset, Mass.",66,,,,,,1911
Harvard,Henry Gardner,0,Goaltenders,,5-9,152,,,69,,,,,,1911
Harvard,Stephen Smart,0,Goaltenders,Sr,5-7,150,,,67,,,,,,1911
Mass Agricultural,Arthur Ackerman,0,Forwards,Sr,-,0,,,0,,,,,,1911
Mass Agricultural,John Hutchinson,0,Forwards,,-,0,,,0,,,,,,1911
Mass Agricultural,Dittmar Jones,0,Forwards,So,-,0,,,0,,,,,,1911
Mass Agricultural,Willard Little,0,Forwards,,-,0,,,0,,,,,,1911
Mass Agricultural,Lester Needham,0,Forwards,So,-,0,,,0,,,,,,1911
Mass Agricultural,Curtis Peckham,0,Forwards,Sr,-,0,,,0,,,,,,1911
Mass Agricultural,William Sanctuary,0,Forwards,,-,0,,,0,,,,,,1911
Mass Agricultural,Herman Walker,0,Forwards,,-,0,,,0,,,,,,1911
Mass Agricultural,Harold Wooley,0,Forwards,So,-,0,,,0,,,,,,1911
Yale,Walt Cox,0,Forwards,,-,0,,,0,,,,,,1911
