Team,Player,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,Season
Harvard,Douglas Manchester,0,Defensemen,,-,0,,,0,,,,,,1953
Harvard,Edward Almy,0,Defensemen,,-,0,,,0,,,,,,1953
Harvard,Thomas Coolidge,0,Defensemen,,-,0,,,0,,,,,,1953
Harvard,James Moynihan Jr.,0,Defensemen,,-,0,,,0,,,,,,1953
Harvard,Edward Mrkonich,0,Defensemen,,-,0,,"Eveleth, Minn.",0,,,,,,1953
Harvard,Anthony Patton,0,Defensemen,,-,0,,,0,,,,,,1953
Harvard,Peter Summers,0,Defensemen,,-,0,,,0,,,,,,1953
Harvard,Edward Bliss,0,Forwards,,-,0,,,0,,,,,,1953
Harvard,John Bray,0,Forwards,,-,0,,"Orchard Park, N.Y.",0,,,,,,1953
Harvard,Richard Clasby,0,Forwards,,-,0,,,0,,,,,,1953
Harvard,Bill Cleary,0,Forwards,,5-10,174,8/19/1934,"Cambridge, Mass.",70,,,,,,1953
Harvard,James Colt,0,Forwards,,-,0,8/19/1932,"Boston, Mass.",0,,,,,,1953
Harvard,Scott Cooledge III,0,Forwards,,-,0,,"Arlington, Mass.",0,,,,,,1953
Harvard,Joseph Crehore,0,Forwards,,5-10,170,,"Wenham, Mass.",70,,,,,,1953
Harvard,Jim Hodder,0,Forwards,,-,0,,,0,,,,,,1953
Harvard,Francis Mahoney,0,Forwards,,-,0,,"Neponset, Mass.",0,,,,,,1953
Harvard,R. Norman Wood,0,Forwards,,-,0,,"Marblehead, Mass.",0,,,,,,1953
Harvard,Arthur Noyes,0,Forwards,,-,0,,,0,,,,,,1953
Harvard,George Anderson,0,Goaltenders,,-,0,0/0/1931,"Wellesley, Mass.",0,,,,,,1953
Harvard,Charles Flynn,0,Goaltenders,,-,0,1/31/1934,"Boston, Mass.",0,,,,,,1953
Harvard,Carl Hathaway,0,Goaltenders,,-,0,,,0,,,,,,1953
Boston University,Raymond Kelley,0,Defensemen,,-,0,,,0,,,,,,1953
Boston University,John Burns,0,Forwards,Jr,-,0,,"Boston,",0,,,,,,1953
Boston University,Ralph Collins,0,Forwards,,-,0,,,0,,,,,,1953
Boston University,Bob Crocker,0,Forwards,,-,0,8/3/1928,"Boston, Mass.",0,,,,,,1953
Boston University,Len Driscoll,0,Forwards,,-,0,,,0,,,,,,1953
