Team,Player,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,Season
Harvard,Robert Blackall,0,Defensemen,,5-9,168,4/26/1889,"Cambridge, Mass.",69,,,,,,1909
Harvard,Newton Foster,0,Defensemen,,-,0,,,0,,,,,,1909
Harvard,Robert Duncan,0,Forwards,,5-6,132,,,66,,,,,,1909
Harvard,George Gardner,0,Forwards,,-,0,1/28/1888,"Boston, Mass.",0,,,,,,1909
Harvard,Samuel Hicks,0,Forwards,,-,0,4/3/1888,"Arlington, Mass.",0,,,,,,1909
Harvard,Ralph Hornblower,0,Forwards,,-,0,11/17/1892,,0,,,,,,1909
Harvard,Frederic Huntington,0,Forwards,,5-8,165,12/5/1889,"Ashfield, Mass.",68,,,,,,1909
Harvard,William Morgan,0,Forwards,,-,0,,"Short Hills, N.J.",0,,,,,,1909
Harvard,Richard Wigglesworth,0,Forwards,,-,0,4/25/1891,"Boston, Mass.",0,,,,,,1909
Harvard,Oliver Chadwick,0,Goaltenders,,-,0,9/23/1888,"Lowell, Mass.",0,,,,,,1909
Harvard,Stephen Smart,0,Goaltenders,So,5-7,150,,,67,,,,,,1909
Dartmouth,Sargent Eaton,0,Forwards,,-,0,,,0,,,,,,1909
Dartmouth,Ralph Marston,0,Forwards,,-,0,,"Roxbury, Mass.",0,,,,,,1909
Dartmouth,B.M. Patten,0,Forwards,,-,0,,,0,,,,,,1909
Dartmouth,Chester Perry,0,Forwards,,-,0,,,0,,,,,,1909
Cornell,Clarence Lally,0,Defensemen,,-,0,6/23/1888,"Cleveland, Ohio",0,,,,,,1909
Cornell,William Matchneer,0,Defensemen,Jr,-,0,12/4/1886,,0,,,,,,1909
Cornell,Frank Crassweller,0,Forwards,,-,0,10/13/1887,"Huron, Ont.",0,,,,,,1909
Cornell,Harold Jones,0,Forwards,,-,0,,,0,,,,,,1909
Cornell,Alexius Loughran,0,Forwards,,-,0,10/6/1888,"New York, N.Y.",0,,,,,,1909
Cornell,Edmund Magner,0,Forwards,,-,0,2/10/1888,"Kalamazoo, Mich.",0,,,,,,1909
Cornell,Curtis Yohe,0,Forwards,Sr,-,0,9/22/1887,"Connesville, Pa.",0,,,,,,1909
Cornell,Albert Matthai,0,Goaltenders,,-,0,8/23/1887,"Baltimore, Md.",0,,,,,,1909
Cornell,Malcolm Vail,0,Goaltenders,,-,0,10/4/1888,"Highland Park, Ill.",0,,,,,,1909
Princeton,Clarence Peacock,0,Forwards,,-,0,,,0,,,,,,1909
Yale,John Heron,0,Forwards,,-,0,,,0,,,,,,1909
