Team,Player,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,Season
Princeton,W.R. Barrett,0,Defensemen,,-,0,,,0,,,,,,1935
Princeton,Robert Burke,0,Defensemen,,-,0,,,0,,,,,,1935
Princeton,Penn Holsapple,0,Defensemen,,-,0,,"New York, N.Y.",0,,,,,,1935
Princeton,T.A. Potter,0,Defensemen,,-,0,,,0,,,,,,1935
Princeton,John Bissell,0,Forwards,Fr,-,0,,,0,,,,,,1935
Princeton,P.G. Cook,0,Forwards,,-,0,,"Kingston, N.J.",0,,,,,,1935
Princeton,Wilkes Covey,0,Forwards,,-,0,,,0,,,,,,1935
Princeton,G. Kenneth Willis,0,Forwards,Jr,-,0,,,0,,,,,,1935
Princeton,F.R. Lawson,0,Forwards,,-,0,,,0,,,,,,1935
Princeton,Erle Savage Jr.,0,Forwards,,-,0,,,0,,,,,,1935
Princeton,Oliver Stonington,0,Forwards,,-,0,,,0,,,,,,1935
Princeton,Johnny Sylvester,0,Forwards,,-,0,4/15/1915,"Caldwell, N.J.",0,,,,,,1935
Princeton,Schuyler Woodhull,0,Forwards,,-,0,,,0,,,,,,1935
Princeton,Stew Gregory,0,Goaltenders,,-,0,,,0,,,,,,1935
Yale,Lyndon Wilson,0,Defensemen,,-,0,,,0,,,,,,1935
Yale,Daniel Badger,0,Forwards,,-,0,,,0,,,,,,1935
Yale,Clinton Childs,0,Forwards,,-,0,,,0,,,,,,1935
Yale,Arthur Cocroft,0,Forwards,,-,0,,"Providence, R.I.",0,,,,,,1935
Yale,Robert Cooke,0,Forwards,,-,0,2/24/1912,"Paterson, N.J.",0,,,,,,1935
Yale,Andrew Gagarin,0,Forwards,,-,0,,,0,,,,,,1935
Yale,Charles Mills,0,Forwards,,-,0,,,0,,,,,,1935
Yale,Billy Moore,0,Forwards,,-,0,,,0,,,,,,1935
Yale,Edmund Pillsbury,0,Forwards,,-,0,,,0,,,,,,1935
Yale,John Robinson Jr.,0,Forwards,,-,0,,,0,,,,,,1935
Yale,Blake Shepard,0,Forwards,,-,0,,,0,,,,,,1935
Yale,Richard Pearce,0,Goaltenders,,-,0,,,0,,,,,,1935
Yale,J. Peter Grace Jr.,0,Goaltenders,,-,0,5/25/1913,"Manhasset, N.Y.",0,,,,,,1935
Yale,Thomas Stockhausen,0,Goaltenders,,-,0,,,0,,,,,,1935
Colgate,James Abercrombie Jr.,0,Defensemen,,-,0,,,0,,,,,,1935
Colgate,Kenneth Relyea,0,Defensemen,,-,0,,"Poughkeepsie, N.Y.",0,,,,,,1935
Colgate,Wesley Van Benschoten,0,Defensemen,,-,0,,"Poughkeepsie, N.Y.",0,,,,,,1935
Colgate,Horace Wood,0,Defensemen,,-,0,,,0,,,,,,1935
Colgate,Robert Brossmer,0,Forwards,,-,0,3/10/1915,"Bronx, N.Y.",0,,,,,,1935
Colgate,Martin McDonough,0,Forwards,,-,0,,,0,,,,,,1935
Colgate,Donald McInnes,0,Forwards,,-,0,,,0,,,,,,1935
Colgate,John Quackenbos,0,Forwards,,-,0,,"Mount Vernon, N.Y.",0,,,,,,1935
Colgate,Robert Schlude,0,Forwards,,-,0,,"Poughkeepsie, N.Y.",0,,,,,,1935
Colgate,Karl Stone,0,Forwards,,-,0,,,0,,,,,,1935
Colgate,F. Whitney Jaeger,0,Forwards,,-,0,,"Westfield, N.J.",0,,,,,,1935
Colgate,Robinson Billings,0,Goaltenders,,-,0,8/21/1912,"Hopedale, Mass.",0,,,,,,1935
Michigan,James Smith,0,Defensemen,So,-,139,,"Detroit, Mich.",0,,,,,,1935
Michigan,George Cooke,0,Forwards,Fr,5-7,150,,"Walkerville, Ont.",67,,,,,,1935
Michigan,Lawrence David,0,Forwards,Sr,-,0,,,0,,,,,,1935
Michigan,John Fabello,0,Forwards,So,-,139,,"Scituate, Mass.",0,,,,,,1935
Michigan,Vic Heyliger,0,Forwards,,5-9,174,9/16/1919,"Boston, Mass.",69,,,,,,1935
Michigan,Gilbert James,0,Forwards,Fr,-,139,,"Ottawa, Ont.",0,,,,,,1935
Michigan,Emile Low,0,Forwards,,-,0,,"Buffalo, N.Y.",0,,,,,,1935
Michigan,Jack Merrill,0,Forwards,,-,0,,"Detroit, Mich.",0,,,,,,1935
Boston University,Sydney Borofsky,0,Forwards,,-,0,,,0,,,,,,1935
Boston University,Albert Carvelli,0,Forwards,,-,0,,,0,,,,,,1935
Boston University,Carlton Chandler,0,Forwards,,-,0,,,0,,,,,,1935
Boston University,Harry Cleverly,0,Forwards,,-,0,,,0,,,,,,1935
Boston University,Gerard Desrosiers,0,Forwards,,5-9,150,,,69,,,,,,1935
Boston University,Joseph Donohue,0,Forwards,,-,0,,,0,,,,,,1935
Boston University,Carl Engberg,0,Forwards,,-,0,,,0,,,,,,1935
Boston University,Paul Fohlin,0,Forwards,,-,0,,,0,,,,,,1935
Boston University,Tom Hartigan,0,Forwards,,-,0,,,0,,,,,,1935
Boston University,William Hauser,0,Forwards,,-,0,,,0,,,,,,1935
Boston University,George Hoar,0,Forwards,,-,0,,,0,,,,,,1935
Boston University,Herbert James,0,Forwards,,-,0,,,0,,,,,,1935
Boston University,Robert Kelley,0,Forwards,,-,0,,,0,,,,,,1935
Boston University,Russell Lynch,0,Forwards,So,-,0,,,0,,,,,,1935
Boston University,Neil Powell,0,Forwards,,-,0,,,0,,,,,,1935
