Team,Player,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,Season
Princeton,C.E. Brown III,0,Defensemen,,-,0,,,0,,,,,,1940
Princeton,Alexander Edwards,0,Defensemen,,-,0,,,0,,,,,,1940
Princeton,William MacCoy Jr.,0,Defensemen,,-,0,4/17/1920,"Overbrook, Pa.",0,,,,,,1940
Princeton,Dick Faxon,0,Forwards,,-,0,,"Great Barrington, Mass.",0,,,,,,1940
Princeton,E.R. Hurd,0,Forwards,,-,0,,,0,,,,,,1940
Princeton,R.G. Poole,0,Forwards,,-,0,,,0,,,,,,1940
Princeton,Robert Schmon,0,Forwards,Fr,-,0,,,0,,,,,,1940
Princeton,W.M. Sloane,0,Forwards,,-,0,1/17/1921,"Paris, France",0,,,,,,1940
Princeton,J.R. Sloane,0,Forwards,,-,0,1/17/1921,"Paris, France",0,,,,,,1940
Princeton,Dan Stuckey,0,Forwards,,-,0,1/20/1920,"Exeter, N.H.",0,,,,,,1940
Princeton,C.W. Tiernan,0,Forwards,,-,0,,"Essex Fells, N.J.",0,,,,,,1940
Princeton,Don Young,0,Forwards,,-,0,,,0,,,,,,1940
Princeton,George Young,0,Forwards,,-,0,,,0,,,,,,1940
Princeton,Pete Rothermel IV,0,Goaltenders,,-,0,,,0,,,,,,1940
Princeton,Chuck Rounds,0,Goaltenders,,-,0,,,0,,,,,,1940
New Hampshire,Wilson Brunel,0,Defensemen,,-,0,,"Concord, N.H.",0,,,,,,1940
New Hampshire,Horace Martin,0,Defensemen,,-,0,,"Warner, N.H.",0,,,,,,1940
New Hampshire,Donald Perkins,0,Defensemen,,-,0,,"Lynn, Mass.",0,,,,,,1940
New Hampshire,Albert Sakoian,0,Defensemen,,-,0,,"Arlington, Mass.",0,,,,,,1940
New Hampshire,Robert Allard,0,Forwards,,-,0,,,0,,,,,,1940
New Hampshire,Donald Begin,0,Forwards,,-,0,,"Salem, Mass.",0,,,,,,1940
New Hampshire,Paul Conway,0,Forwards,,-,0,,"Exeter, N.H.",0,,,,,,1940
New Hampshire,Raymond Paquin,0,Forwards,,-,0,,"Manchester, N.H.",0,,,,,,1940
New Hampshire,Lawrence Perkins,0,Forwards,,-,0,,"Dover, N.H.",0,,,,,,1940
New Hampshire,John Wentzell,0,Goaltenders,,-,0,,"Somerville, Mass.",0,,,,,,1940
Dartmouth,Harry Gerber,0,Defensemen,,-,0,,,0,,,,,,1940
Dartmouth,Ed Hughes,0,Defensemen,,-,0,,,0,,,,,,1940
Dartmouth,Stanton Priddy,0,Defensemen,,-,0,2/26/1921,"Brookline, Mass.",0,,,,,,1940
Dartmouth,Peter Keir,0,Forwards,,-,0,,,0,,,,,,1940
Dartmouth,John Kelley,0,Forwards,Jr,-,0,,,0,,,,,,1940
Dartmouth,John Krol,0,Forwards,,-,0,,,0,,,,,,1940
Dartmouth,Frederick Maloon,0,Forwards,,5-10,185,,"Belmont, Mass.",70,,,,,,1940
Dartmouth,William Remsen,0,Forwards,,-,0,,,0,,,,,,1940
Dartmouth,Jack Riley,0,Forwards,,-,0,6/15/1920,"Medford, Mass.",0,,,,,,1940
Dartmouth,Stanley Wright,0,Forwards,,-,0,,,0,,,,,,1940
Dartmouth,Theodore Lapres,0,Goaltenders,,-,0,,"Chestnut Hill, Pa.",0,,,,,,1940
Harvard,John Paine Jr.,0,Defensemen,,-,0,7/12/1920,"West Newton, Mass.",0,,,,,,1940
Harvard,George Dreher,0,Defensemen,,-,0,11/29/1919,"East Orange, N.J.",0,,,,,,1940
Harvard,Sherman Gray,0,Defensemen,,-,0,6/18/1918,"Salt Lake City, Utah",0,,,,,,1940
Harvard,Gordon McGrath,0,Defensemen,,-,0,,,0,,,,,,1940
Harvard,Greely Summers,0,Defensemen,,-,0,,,0,,,,,,1940
Harvard,Charles Ayres,0,Forwards,,-,0,,,0,,,,,,1940
Harvard,William Claflin,0,Forwards,,-,0,,,0,,,,,,1940
Harvard,Robert Cox II,0,Forwards,,-,0,4/13/1919,"Plainfield, N.J.",0,,,,,,1940
Harvard,George Duane,0,Forwards,,-,0,11/17/1918,"West Newton, Mass.",0,,,,,,1940
Harvard,George Gebelein,0,Forwards,,-,0,,,0,,,,,,1940
Harvard,Stacy Hulse Jr.,0,Forwards,,-,0,4/25/1920,"New Haven, Conn.",0,,,,,,1940
Harvard,Demarest Lloyd Jr.,0,Forwards,,-,0,7/11/1919,"Marblehead, Mass.",0,,,,,,1940
Harvard,Caleb Loring Jr.,0,Forwards,,-,0,2/5/1921,"Boston, Mass.",0,,,,,,1940
Harvard,Richard Noone,0,Forwards,,-,0,,"Cambridge, Mass.",0,,,,,,1940
Harvard,Alexander Stohn,0,Forwards,,-,0,7/19/1917,"Jamaica Plain, Mass.",0,,,,,,1940
Harvard,Joseph Willetts,0,Forwards,,-,0,,"Roslyn Heights, N.Y.",0,,,,,,1940
Harvard,Abbott Fenn,0,Goaltenders,,-,0,,,0,,,,,,1940
Harvard,Robert Kayser,0,Goaltenders,,-,0,,,0,,,,,,1940
Michigan,Richard Stodden,0,Defensemen,,5-9,154,9/14/1919,"Ann Arbor, Mich.",69,,,,,,1940
Michigan,John Gillis,0,Defensemen,,6-1,190,10/10/1923,"Hibbing, Minn.",73,,,,,,1940
Michigan,Douglas Hillman,0,Defensemen,,5-11,134,,"Grand Rapids, Mich.",71,,,,,,1940
Michigan,James Hull,0,Defensemen,,6-1,190,,"Niagara Falls, N.Y.",73,,,,,,1940
Michigan,Keith Nicolls,0,Defensemen,,5-11,165,,"Pontiac, Mich.",71,,,,,,1940
Michigan,Edward Reichert,0,Defensemen,So,5-11,165,,"Ann Arbor, Mich.",71,,,,,,1940
Michigan,Maximillian Bahrych,0,Forwards,,-,0,6/13/1920,"Syracuse, N.Y.",0,,,,,,1940
Michigan,Robert Collins,0,Forwards,Jr,5-11,185,,"Detroit, Mich.",71,,,,,,1940
Michigan,John Corson,0,Forwards,Jr,5-9,154,,"Birmingham, Mich.",69,,,,,,1940
Michigan,Robert Fife,0,Forwards,,5-11,161,9/28/1921,"Grosse Pointe, Mich.",71,,,,,,1940
Michigan,Paul Goldsmith,0,Forwards,Jr,6-1,181,,"Swampscott, Mass.",73,,,,,,1940
Michigan,Frederick Heddle,0,Forwards,Sr,6-0,161,,"Ann Arbor, Mich.",72,,,,,,1940
Michigan,Robert Kemp,0,Forwards,So,5-8,150,,"Oakville, Ont.",68,,,,,,1940
Michigan,James Lovett,0,Forwards,Sr,5-11,174,,"Detroit, Mich.",71,,,,,,1940
