Team,Player,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,Season
Dartmouth,Tom Cross,0,Defensemen,Fr,-,0,,"Massena, N.Y.",0,,,,,,1978
Dartmouth,Bob Grant,0,Defensemen,Sr,-,0,,"Milton, Mass.",0,,,,,,1978
Dartmouth,Dennis Hughes,0,Defensemen,Sr,-,0,,"Melrose, Mass.",0,,,,,,1978
Dartmouth,Joe Jangro,0,Defensemen,Fr,5-7,165,,"Wakefield, Mass.",67,,,,,,1978
Dartmouth,Chris McLaughlin,0,Defensemen,So,6-0,170,8/29/1958,"Ithaca, N.Y.",72,,,,,,1978
Dartmouth,Don O'Brien,0,Defensemen,Jr,-,0,,,0,,,,,,1978
Dartmouth,Barry Ryan,0,Defensemen,Jr,5-10,170,,"Springfield, Mass.",70,,,,,,1978
Dartmouth,Chris Sosnowski,0,Defensemen,Sr,-,0,,"Calgary, Alb.",0,,,,,,1978
Dartmouth,Mark Bedard,0,Forwards,So,-,0,,"Toronto, Ont.",0,,,,,,1978
Dartmouth,Chip Bettencourt,0,Forwards,So,-,0,,"Nashua, N.H.",0,,,,,,1978
Dartmouth,Ross Brownridge,0,Forwards,Jr,6-0,181,,"Brampton, Ont.",72,,,,,,1978
Dartmouth,Mark Burton,0,Forwards,,-,0,,,0,,,,,,1978
Dartmouth,Paul Butler,0,Forwards,,-,0,,,0,,,,,,1978
Dartmouth,Mark Culhane,0,Forwards,Sr,-,0,,"Minneapolis, Minn.",0,,,,,,1978
Dartmouth,Steve Higgins,0,Forwards,Sr,-,0,12/9/1956,,0,,,,,,1978
Dartmouth,Richard Mellum,0,Forwards,Jr,-,0,,,0,,,,,,1978
Dartmouth,Tony Messuri,0,Forwards,So,-,0,,"Arlington, Mass.",0,,,,,,1978
Dartmouth,Mark Miles,0,Forwards,Sr,-,0,,,0,,,,,,1978
Dartmouth,Dennis Murphy,0,Forwards,Jr,5-10,159,6/8/1957,"Malden, Mass.",70,,,,,,1978
Dartmouth,Rich Ryerson,0,Forwards,Jr,-,0,,,0,,,,,,1978
Dartmouth,Beaver Shriver,0,Forwards,,-,0,,"Fox Chapel, Pa.",0,,,,,,1978
Dartmouth,Shaun Teevens,0,Forwards,Fr,-,0,,"Pembroke, Mass.",0,,,,,,1978
Dartmouth,Eugene Teevens III,0,Forwards,,-,0,10/1/1956,"Pembroke, Mass.",0,,,,,,1978
Dartmouth,Joey Tomlak,0,Forwards,Sr,-,0,,"Thunder Bay, Ont.",0,,,,,,1978
Dartmouth,Mark Uhrynuk,0,Forwards,So,5-7,170,12/20/1958,,67,,,,,,1978
Dartmouth,Rick Wilson,0,Forwards,So,-,0,,"Melrose, Mass.",0,,,,,,1978
Dartmouth,Bob Gaudet,0,Goaltenders,So,5-11,170,,"Saugus, Mass.",71,,,,,,1978
Dartmouth,Jim Jankowski,0,Goaltenders,So,-,0,,"Montreal, Que.",0,,,,,,1978
Boston College,George Amidon,0,Defensemen,So,5-11,181,9/7/1959,"International Falls, Minn.",71,,,,,,1978
Boston College,Charlie Antetomaso,0,Defensemen,Jr,5-11,174,10/14/1958,"Londonderry, N.H.",71,,,,,,1978
Boston College,Joe Casey,0,Defensemen,,5-10,168,12/29/1958,"Minneapolis, Minn.",70,,,,,,1978
Boston College,Gordie Moore,0,Defensemen,Fr,-,0,,"Newton, Mass.",0,,,,,,1978
Boston College,Mark Murphy,0,Defensemen,Fr,-,0,,"Watertown, Mass.",0,,,,,,1978
Boston College,Jeff Smith,0,Defensemen,Fr,-,0,,"Billerica, Mass.",0,,,,,,1978
Boston College,Tom Wright,0,Defensemen,Fr,-,0,,"Worthington, Ohio",0,,,,,,1978
Boston College,Bill Army,0,Forwards,Jr,6-0,185,9/11/1957,"East Providence, R.I.",72,,,,,,1978
Boston College,Peter Arnold,0,Forwards,,-,0,4/9/1962,"Brunico, ITA",0,,,,,,1978
Boston College,Steve Barger,0,Forwards,,5-11,190,6/7/1958,"Farmington, Minn.",71,,,,,,1978
Boston College,Brian Burns,0,Forwards,Jr,5-11,174,3/6/1957,"Arlington, Mass.",71,,,,,,1978
Boston College,Jeff Cowles,0,Forwards,Fr,-,0,,"Burlington, Mass.",0,,,,,,1978
Boston College,Brian Driscoll,0,Forwards,,5-8,154,4/19/1956,"Milton, Mass.",68,,,,,,1978
Boston College,Mike Ewanouski,0,Forwards,So,5-11,187,4/9/1958,"Brookline, Mass.",71,,,,,,1978
Boston College,Paul Hammer,0,Forwards,So,5-11,170,6/25/1959,"Aurora, Minn.",71,,,,,,1978
Boston College,Jack Harrington,0,Forwards,,-,0,,"Braintree, Mass.",0,,,,,,1978
Boston College,Bobby Hehir,0,Forwards,So,5-11,185,10/15/1958,"Worcester, Mass.",71,,,,,,1978
Boston College,Otto Marenholz,0,Forwards,,-,0,,"Hamden, Conn.",0,,,,,,1978
Boston College,Joe Mullen,0,Forwards,Sr,5-10,183,2/26/1957,"New York, N.Y.",70,,,,,,1978
Boston College,Bill O'Dwyer,0,Forwards,Fr,6-0,190,1/25/1960,"Boston, Mass.",72,,,,,,1978
Boston College,Gary Sampson,0,Forwards,Fr,6-0,190,8/24/1959,"Atikokan, Ont.",72,,,,,,1978
Boston College,Mark Switaj,0,Forwards,So,5-9,165,5/20/1958,"Bay Village, Ohio",69,,,,,,1978
Boston College,Dave Dionne,0,Goaltenders,,5-10,185,11/30/1958,"Nashua, N.H.",70,,,,,,1978
Boston College,Doug Ellis,0,Goaltenders,Fr,-,0,,"Burlington, Mass.",0,,,,,,1978
Boston College,Paul Skidmore,0,Goaltenders,Sr,6-0,181,7/22/1956,"Smithtown, N.Y.",72,,,,,,1978
Vermont,Louis C̫t̩,0,Defensemen,Jr,5-10,181,12/16/1956,"Montreal, Que.",70,,,,,,1978
Vermont,Mark Brown,0,Defensemen,So,6-1,192,2/5/1959,"Southborough, Mass.",73,,,,,,1978
Vermont,Chris Coutu,0,Defensemen,,5-10,174,2/11/1959,"Pointe-aux-Trembles, Que.",70,,,,,,1978
Vermont,Chris Hodgson,0,Defensemen,Fr,5-10,179,12/24/1959,"Chesire, Conn.",70,,,,,,1978
Vermont,Dave Hungerford,0,Defensemen,Fr,6-2,185,2/14/1959,"St. Albans, Vt.",74,,,,,,1978
Vermont,Bill Kangas,0,Defensemen,Fr,5-10,181,11/28/1959,"Eveleth, Minn.",70,,,,,,1978
Vermont,Serge LeBlanc,0,Defensemen,,5-8,172,0/0/1958,"Montreal, Que.",68,,,,,,1978
Vermont,Bob McBrien,0,Defensemen,,6-0,181,,"St-Lambert, Que.",72,,,,,,1978
Vermont,Bob Walsh,0,Defensemen,,5-10,174,,"Manhasset, N.Y.",70,,,,,,1978
Vermont,Greg Wilkie,0,Defensemen,Sr,6-1,190,9/6/1957,"Tewksbury, Mass.",73,,,,,,1978
Vermont,Bruce Bollinger,0,Forwards,,5-10,174,,"Bethlehem, Pa.",70,,,,,,1978
Vermont,Dave Brackett,0,Forwards,,5-11,174,,"Cumberland, R.I.",71,,,,,,1978
Vermont,Thomas Cullity,0,Forwards,,6-1,194,9/20/1957,"Charlestown, Mass.",73,,,,,,1978
Vermont,Jim Duffy,0,Forwards,Sr,5-11,174,6/3/1956,"Natick, Mass.",71,,,,,,1978
Vermont,Scott Fairbairn,0,Forwards,Fr,5-8,165,5/19/1958,"White Plains, N.Y.",68,,,,,,1978
