Team,Player,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,Season
Princeton,Hobey Baker,0,Forwards,Sr,5-9,161,1/15/1892,"Wisahicton, Pa.",69,,,,,,1913
Dartmouth,John Dellinger,0,Defensemen,,-,0,,"St. Paul, Minn.",0,,,,,,1913
Dartmouth,Henry Frost,0,Forwards,,-,0,,,0,,,,,,1913
Dartmouth,Leon Tuck,0,Forwards,Jr,5-9,181,5/25/1891,"Winchester, Mass.",69,,,,,,1913
Dartmouth,Clarence Wanamaker,0,Forwards,Jr,-,0,,"Melrose, Mass.",0,,,,,,1913
Mass Agricultural,Herbert Archibald,0,Forwards,,-,0,,,0,,,,,,1913
Mass Agricultural,David Buttrick,0,Forwards,Fr,-,0,,,0,,,,,,1913
Mass Agricultural,Ray Chisholm,0,Forwards,So,-,0,,,0,,,,,,1913
Mass Agricultural,Charles Fernald,0,Forwards,So,-,0,,,0,,,,,,1913
Mass Agricultural,John Hutchinson,0,Forwards,,-,0,,,0,,,,,,1913
Mass Agricultural,Arthur Johnson,0,Forwards,,-,0,,,0,,,,,,1913
Mass Agricultural,Dittmar Jones,0,Forwards,Sr,-,0,,,0,,,,,,1913
Mass Agricultural,Lester Needham,0,Forwards,Sr,-,0,,,0,,,,,,1913
Mass Agricultural,Louis Ross,0,Forwards,Fr,-,0,,,0,,,,,,1913
Yale,Hugh McDonald,0,Forwards,,-,0,,,0,,,,,,1913
Cornell,Otho Clark,0,Defensemen,,-,0,5/7/1889,,0,,,,,,1913
Cornell,Francis Hunter,0,Defensemen,,-,0,6/28/1894,"New York, N.Y.",0,,,,,,1913
Cornell,James Babbitt,0,Forwards,,-,0,10/13/1893,"New York, N.Y.",0,,,,,,1913
Cornell,Marshall Barbour,0,Forwards,,-,0,1/7/1891,"Pittsburgh, Pa.",0,,,,,,1913
Cornell,Paul Barnhart,0,Forwards,,-,0,,,0,,,,,,1913
Cornell,Robert Barton,0,Forwards,,-,0,0/0/1891,,0,,,,,,1913
Cornell,Alfred Day,0,Forwards,,-,0,,,0,,,,,,1913
Cornell,Winthrop Kent,0,Forwards,,-,0,3/24/1891,"Buffalo, N.Y.",0,,,,,,1913
Cornell,Frank Rees,0,Forwards,,-,0,,,0,,,,,,1913
Cornell,Frederick Spiegelberg Jr.,0,Forwards,,-,0,11/17/1895,"New York, N.Y.",0,,,,,,1913
Cornell,Alfred Williams,0,Forwards,,-,0,,,0,,,,,,1913
Cornell,Alexander Beebee,0,Goaltenders,,-,0,10/17/1892,,0,,,,,,1913
Harvard,Paul Smart,0,Defensemen,,-,0,1/13/1896,"Yarmouth, N.S.",0,,,,,,1913
Harvard,William Willetts,0,Defensemen,,-,0,5/13/1890,"Skaneateles, N.Y.",0,,,,,,1913
Harvard,Schuyler Adams,0,Forwards,,5-6,128,,"West Newton, Mass.",66,,,,,,1913
Harvard,William Claflin,0,Forwards,,-,0,6/8/1896,"Swampscott, Mass.",0,,,,,,1913
Harvard,Laurence Curtis,0,Forwards,,-,0,,"Boston, Mass.",0,,,,,,1913
Harvard,Stephen Hopkins,0,Forwards,,-,0,0/0/1893,"Newtonville, Mass.",0,,,,,,1913
Harvard,Henry Morgan,0,Forwards,,5-9,159,,,69,,,,,,1913
Harvard,Morgan Phillips,0,Forwards,,-,0,,"Newton Center, Mass.",0,,,,,,1913
Harvard,Elmer Wanamaker,0,Forwards,,-,0,,"Melrose, Mass.",0,,,,,,1913
Harvard,Gouverneur Carnochan,0,Goaltenders,,-,0,6/28/1892,"Bronx, N.Y.",0,,,,,,1913
